CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13066,76,3,620.02,0,At Risk
13067,137,1,184.95,3,Hibernating
13068,42,6,1009.66,1,Loyal Customers
13069,180,4,976.3,0,At Risk
13070,281,1,123.6,3,Hibernating
13071,36,3,1187.15,1,Loyal Customers
13072,174,1,170.92,3,Hibernating
13073,223,5,735.05,0,At Risk
13074,369,1,122.42,3,Hibernating
13075,142,3,751.64,0,At Risk
13076,126,5,610.85,0,At Risk
13077,81,3,394.95,0,At Risk
13078,105,1,122.45,3,Hibernating
13079,189,1,90.22,3,Hibernating
13080,32,3,751.98,0,At Risk
13081,181,1,173.69,3,Hibernating
13082,159,1,112.79,3,Hibernating
13083,21,3,617.52,1,Loyal Customers
13084,315,2,391.35,3,Hibernating
13085,150,1,162.09,3,Hibernating
13086,312,1,182.48,3,Hibernating
13087,225,1,331.87,3,Hibernating
13088,136,4,927.6,0,At Risk
13089,191,1,354.42,3,Hibernating
13090,278,5,1159.61,0,At Risk
13091,244,1,84.72,3,Hibernating
13092,52,4,587.3,0,At Risk
13093,27,4,1439.92,1,Loyal Customers
13094,373,1,115.13,3,Hibernating
13095,7,22,4968.03,2,Champions
13096,22,6,2767.02,1,Loyal Customers
13097,319,1,131.59,3,Hibernating
13098,190,1,179.6,3,Hibernating
13099,195,1,129.62,3,Hibernating
13100,264,1,44.47,3,Hibernating
13101,211,2,88.86,3,Hibernating
13102,247,1,83.36,3,Hibernating
13103,169,5,2838.67,1,Loyal Customers
13104,321,1,161.4,3,Hibernating
13105,253,1,175.1,3,Hibernating
13106,17,25,7355.99,2,Champions
13107,58,6,1096.14,1,Loyal Customers
13108,111,3,494.42,0,At Risk
13109,247,2,336.95,3,Hibernating
13110,113,2,107.56,3,Hibernating
13111,130,1,108.84,3,Hibernating
13112,239,1,74.1,3,Hibernating
13113,59,4,732.78,0,At Risk
13114,118,6,1850.58,1,Loyal Customers
13115,179,1,405.63,3,Hibernating
13116,30,9,1795.31,1,Loyal Customers
13117,199,1,165.64,3,Hibernating
13118,226,8,793.64,0,At Risk
13119,163,1,226.0,3,Hibernating
13120,274,1,421.3,3,Hibernating
13121,37,28,7264.81,2,Champions
13122,152,3,1040.9,0,At Risk
13123,137,1,126.59,3,Hibernating
13124,72,1,167.53,3,Hibernating
13125,35,1,398.97,0,At Risk
13126,373,1,139.68,3,Hibernating
13127,6,22,9651.92,2,Champions
13128,10,3,713.8,1,Loyal Customers
13129,14,7,2186.65,1,Loyal Customers
13130,337,1,332.26,3,Hibernating
13131,368,1,177.17,3,Hibernating
13132,9,11,7067.02,2,Champions
13133,336,4,407.45,3,Hibernating
13134,230,1,612.16,3,Hibernating
13135,140,1,581.76,0,At Risk
13136,238,1,233.37,3,Hibernating
13137,373,1,162.73,3,Hibernating
13138,25,4,728.96,1,Loyal Customers
13139,58,3,1221.5,0,At Risk
13140,230,1,172.66,3,Hibernating
13141,370,2,536.54,3,Hibernating
13142,151,2,267.82,3,Hibernating
13143,215,1,40.33,3,Hibernating
13144,230,1,124.35,3,Hibernating
13145,282,1,43.14,3,Hibernating
13146,144,1,135.47,3,Hibernating
13147,8,40,6811.11,2,Champions
13148,266,5,711.2,0,At Risk
13149,295,1,84.27,3,Hibernating
13150,8,15,9043.32,2,Champions
13151,93,9,1960.2,1,Loyal Customers
13152,223,1,411.92,3,Hibernating
13153,110,3,551.93,0,At Risk
13154,21,29,17308.19,2,Champions
13155,54,2,612.59,0,At Risk
13156,34,5,1291.14,1,Loyal Customers
13157,56,6,3736.71,1,Loyal Customers
13158,199,2,298.42,3,Hibernating
13159,182,2,676.33,0,At Risk
13160,224,1,196.68,3,Hibernating
13161,10,24,10113.58,2,Champions
13162,40,5,1571.7,1,Loyal Customers
13163,21,3,323.3,0,At Risk
13164,373,1,252.57,3,Hibernating
13165,206,1,107.49,3,Hibernating
13166,27,13,4147.78,1,Loyal Customers
13167,235,1,261.52,3,Hibernating
13168,5,30,17485.31,2,Champions
13169,45,3,449.78,0,At Risk
13170,231,1,84.78,3,Hibernating
13171,58,1,221.11,0,At Risk
13172,121,2,99.94,3,Hibernating
13173,33,6,1686.6,1,Loyal Customers
13174,180,1,177.43,3,Hibernating
13175,15,2,752.94,1,Loyal Customers
13176,54,1,553.69,0,At Risk
13177,34,3,323.25,0,At Risk
13178,373,1,56.11,3,Hibernating
13179,69,1,99.69,3,Hibernating
13180,137,1,145.24,3,Hibernating
13181,6,37,13405.83,2,Champions
13182,12,19,9844.64,2,Champions
13183,14,18,9119.14,2,Champions
13184,373,1,130.04,3,Hibernating
13185,51,5,5194.36,1,Loyal Customers
13186,88,5,984.81,0,At Risk
13187,115,1,232.83,3,Hibernating
13188,194,4,1306.38,0,At Risk
13189,17,3,665.77,1,Loyal Customers
13190,32,33,22630.64,2,Champions
13191,32,2,463.89,0,At Risk
13192,293,1,74.72,3,Hibernating
13193,19,5,930.73,1,Loyal Customers
13194,260,1,50.27,3,Hibernating
13195,11,30,16447.76,2,Champions
13196,261,1,34.86,3,Hibernating
13197,102,2,111.24,3,Hibernating
13198,34,22,18091.99,2,Champions
13199,54,6,1061.02,1,Loyal Customers
13200,47,4,1882.07,1,Loyal Customers
13201,373,1,184.4,3,Hibernating
13202,112,1,111.27,3,Hibernating
13203,67,7,4303.45,1,Loyal Customers
13204,22,4,624.75,1,Loyal Customers
13205,23,44,39117.85,2,Champions
13206,104,6,905.34,0,At Risk
13207,59,2,591.33,0,At Risk
13208,180,2,264.23,3,Hibernating
13209,135,1,114.27,3,Hibernating
13210,89,2,573.5,0,At Risk
13211,107,6,1493.45,1,Loyal Customers
13212,100,3,464.41,0,At Risk
13213,64,1,104.14,3,Hibernating
13214,234,1,271.79,3,Hibernating
13215,195,1,126.71,3,Hibernating
13216,98,1,232.4,3,Hibernating
13217,276,1,210.91,3,Hibernating
13218,128,1,547.56,0,At Risk
13219,55,8,3843.63,1,Loyal Customers
13220,85,1,294.9,0,At Risk
13221,52,18,2204.28,1,Loyal Customers
13222,69,3,659.54,0,At Risk
13223,22,8,3526.81,1,Loyal Customers
13224,86,1,108.31,3,Hibernating
13225,151,4,306.78,0,At Risk
13226,268,4,1177.25,0,At Risk
13227,24,13,8892.49,2,Champions
13228,183,3,349.22,0,At Risk
13229,7,36,10319.58,2,Champions
13230,18,7,1791.9,1,Loyal Customers
13231,49,6,856.87,1,Loyal Customers
13232,373,1,124.12,3,Hibernating
13233,52,3,477.38,0,At Risk
13234,94,4,740.21,0,At Risk
13235,193,1,358.1,3,Hibernating
13236,27,8,2441.75,1,Loyal Customers
13237,124,1,450.07,0,At Risk
13238,11,8,5132.81,2,Champions
13239,66,7,960.97,1,Loyal Customers
13240,7,31,19573.55,2,Champions
13241,49,3,605.94,0,At Risk
13242,130,1,136.71,3,Hibernating
13243,33,3,837.9,0,At Risk
13244,123,2,225.92,3,Hibernating
13245,17,1,130.83,0,At Risk
13246,306,1,713.01,3,Hibernating
13247,219,3,548.25,0,At Risk
13248,42,2,952.92,0,At Risk
13249,373,1,207.17,3,Hibernating
13250,6,8,3435.36,2,Champions
13251,14,8,2440.69,1,Loyal Customers
13252,14,7,3231.0,1,Loyal Customers
13253,43,4,1000.5,1,Loyal Customers
13254,223,1,83.37,3,Hibernating
13255,152,2,239.98,3,Hibernating
13256,180,1,257.24,3,Hibernating
13257,30,42,17336.86,2,Champions
13258,45,7,2531.0,1,Loyal Customers
13259,155,1,103.08,3,Hibernating
13260,222,1,254.81,3,Hibernating
13261,123,2,356.56,0,At Risk
13262,55,3,301.39,0,At Risk
13263,242,1,401.61,3,Hibernating
13264,251,1,84.34,3,Hibernating
13265,23,12,1611.46,1,Loyal Customers
13266,17,7,5570.23,1,Loyal Customers
13267,65,2,1538.78,0,At Risk
13268,24,2,868.59,0,At Risk
13269,35,4,1516.34,1,Loyal Customers
13270,308,1,201.89,3,Hibernating
13271,60,1,163.39,0,At Risk
13272,21,6,1315.7,1,Loyal Customers
13273,100,1,123.42,3,Hibernating
13274,22,14,4174.27,2,Champions
13275,24,15,5437.61,2,Champions
13276,15,17,10409.42,2,Champions
13277,34,13,7685.43,2,Champions
13278,44,7,2154.67,1,Loyal Customers
13279,295,1,159.55,3,Hibernating
13280,30,8,2269.34,1,Loyal Customers
13281,28,2,687.98,0,At Risk
13282,58,1,312.3,0,At Risk
13283,42,14,4309.18,1,Loyal Customers
13284,68,2,498.45,0,At Risk
13285,55,2,473.19,0,At Risk
13286,28,11,2779.88,1,Loyal Customers
13287,32,6,2640.3,1,Loyal Customers
13288,7,16,6923.27,2,Champions
13289,186,1,300.52,3,Hibernating
13290,150,1,137.79,3,Hibernating
13291,194,1,102.58,3,Hibernating
13292,16,24,8876.34,2,Champions
13293,244,1,140.88,3,Hibernating
13294,122,1,182.11,3,Hibernating
13295,25,10,4427.68,1,Loyal Customers
13296,226,3,115.63,3,Hibernating
13297,129,1,90.68,3,Hibernating
13298,7,16,3848.07,2,Champions
13299,110,1,212.68,3,Hibernating
13300,13,32,9852.65,2,Champions
13301,9,5,1524.63,1,Loyal Customers
13302,33,10,5545.91,1,Loyal Customers
13303,15,14,10464.75,2,Champions
13304,245,1,590.84,3,Hibernating
13305,130,1,236.3,3,Hibernating
13306,7,9,1423.38,1,Loyal Customers
13307,253,1,126.09,3,Hibernating
13308,184,1,275.52,3,Hibernating
13309,217,1,269.14,3,Hibernating
13310,213,1,541.24,3,Hibernating
13311,198,1,193.9,3,Hibernating
13312,54,1,376.8,0,At Risk
13313,36,7,6291.37,1,Loyal Customers
13314,373,1,178.17,3,Hibernating
13315,43,13,4268.35,1,Loyal Customers
13316,40,5,1248.34,1,Loyal Customers
13317,93,3,1976.13,0,At Risk
13318,56,5,1860.19,1,Loyal Customers
13319,63,1,241.43,0,At Risk
13320,177,1,76.24,3,Hibernating
13321,83,2,1752.37,0,At Risk
13322,117,5,1135.89,0,At Risk
13323,51,8,2799.39,1,Loyal Customers
13324,219,1,266.42,3,Hibernating
13325,23,24,24201.63,2,Champions
13326,13,17,3544.36,2,Champions
13327,187,1,199.89,3,Hibernating
13328,116,6,986.17,0,At Risk
13329,21,4,1464.98,1,Loyal Customers
13330,16,13,3835.04,2,Champions
13331,19,24,12142.91,2,Champions
13332,66,1,179.07,0,At Risk
13333,18,4,1815.55,1,Loyal Customers
13334,30,5,3877.4,1,Loyal Customers
13335,224,1,206.64,3,Hibernating
13336,129,1,78.33,3,Hibernating
13337,10,5,2562.48,1,Loyal Customers
13338,208,1,141.12,3,Hibernating
13339,1,29,33543.77,2,Champions
13340,40,3,513.01,0,At Risk
13341,188,1,579.28,3,Hibernating
13342,10,47,21390.57,2,Champions
13343,14,6,763.23,1,Loyal Customers
13344,137,1,106.78,3,Hibernating
13345,300,3,324.02,3,Hibernating
13346,184,1,150.78,3,Hibernating
13347,279,2,288.25,3,Hibernating
13348,31,3,1218.23,1,Loyal Customers
13349,253,4,524.06,0,At Risk
13350,9,5,826.17,1,Loyal Customers
13351,36,1,379.06,0,At Risk
13352,107,4,1330.21,0,At Risk
13353,2,30,14190.94,2,Champions
13354,33,12,8278.04,2,Champions
13355,289,1,168.46,3,Hibernating
13356,10,23,9842.99,2,Champions
13357,122,2,189.16,3,Hibernating
13358,134,1,228.34,3,Hibernating
13359,226,1,102.02,3,Hibernating
13360,36,1,111.96,0,At Risk
13361,30,6,1056.6,1,Loyal Customers
13362,113,6,1078.1,1,Loyal Customers
13363,260,7,474.1,0,At Risk
13364,57,7,1784.69,1,Loyal Customers
13365,257,1,90.85,3,Hibernating
13366,65,4,981.49,0,At Risk
13367,18,3,898.24,1,Loyal Customers
13368,9,35,19943.29,2,Champions
13369,36,43,29626.82,2,Champions
13370,32,2,442.3,0,At Risk
13371,36,5,1732.04,1,Loyal Customers
13372,39,8,1978.56,1,Loyal Customers
13373,83,2,386.12,0,At Risk
13374,297,2,359.85,3,Hibernating
13375,209,1,97.8,3,Hibernating
13376,3,21,9533.67,2,Champions
13377,306,3,335.94,3,Hibernating
13378,18,16,4506.39,2,Champions
13379,187,2,761.26,0,At Risk
13380,47,9,2150.59,1,Loyal Customers
13381,157,1,139.27,3,Hibernating
13382,51,8,1915.69,1,Loyal Customers
13383,73,2,596.5,0,At Risk
13384,8,27,5192.89,2,Champions
13385,42,7,1354.65,1,Loyal Customers
13386,154,1,240.72,3,Hibernating
13387,56,2,307.39,0,At Risk
13388,218,1,238.56,3,Hibernating
13389,145,4,2946.21,1,Loyal Customers
13390,206,1,402.24,3,Hibernating
13391,225,2,78.76,3,Hibernating
13392,252,3,714.35,0,At Risk
13393,241,4,374.36,0,At Risk
13394,12,25,12750.3,2,Champions
13395,53,1,842.48,0,At Risk
13396,214,1,112.11,3,Hibernating
13397,36,7,2119.64,1,Loyal Customers
13398,62,16,2413.69,1,Loyal Customers
13399,26,3,554.2,0,At Risk
13400,115,4,1920.54,0,At Risk
13401,16,4,709.77,1,Loyal Customers
13402,33,5,299.39,0,At Risk
13403,90,1,284.89,0,At Risk
13404,177,7,3114.69,1,Loyal Customers
13405,20,9,3419.15,1,Loyal Customers
13406,40,1,228.82,0,At Risk
13407,187,1,691.39,3,Hibernating
13408,41,34,21677.13,2,Champions
13409,22,13,13545.0,2,Champions
13410,67,1,156.57,3,Hibernating
13411,108,1,329.16,3,Hibernating
13412,42,4,916.53,1,Loyal Customers
13413,17,11,6724.19,2,Champions
13414,2,29,8256.48,2,Champions
13415,35,24,7738.35,2,Champions
13416,30,2,315.68,0,At Risk
13417,196,1,178.11,3,Hibernating
13418,52,4,1584.71,1,Loyal Customers
13419,170,1,115.78,3,Hibernating
13420,22,14,3722.96,2,Champions
13421,83,3,821.6,0,At Risk
13422,292,1,137.95,3,Hibernating
13423,162,1,327.7,3,Hibernating
13424,118,1,237.55,3,Hibernating
13425,37,8,1397.98,1,Loyal Customers
13426,123,1,1426.32,0,At Risk
13427,137,6,1769.84,1,Loyal Customers
13428,15,7,2658.52,1,Loyal Customers
13429,148,1,280.3,3,Hibernating
13430,24,3,718.52,1,Loyal Customers
13431,6,29,35450.15,2,Champions
13432,373,1,539.89,3,Hibernating
13433,200,1,76.35,3,Hibernating
13434,156,2,530.79,0,At Risk
13435,359,1,123.29,3,Hibernating
13436,23,10,2489.34,1,Loyal Customers
13437,215,5,1548.8,0,At Risk
13438,89,1,114.46,3,Hibernating
13439,39,7,2041.69,1,Loyal Customers
13440,162,1,394.58,3,Hibernating
13441,124,1,203.34,3,Hibernating
13442,6,39,14146.5,2,Champions
13443,145,5,1562.78,0,At Risk
13444,186,7,1575.03,1,Loyal Customers
13445,115,2,291.84,0,At Risk
13446,123,6,3966.83,1,Loyal Customers
13447,74,1,423.82,0,At Risk
13448,281,1,220.37,3,Hibernating
13449,3,45,44440.24,2,Champions
13450,79,6,2328.83,1,Loyal Customers
13451,157,1,108.02,3,Hibernating
13452,260,2,533.1,3,Hibernating
13453,292,1,169.66,3,Hibernating
13454,337,6,1492.32,0,At Risk
13455,161,2,277.54,3,Hibernating
13456,48,5,473.88,0,At Risk
13457,30,2,902.69,0,At Risk
13458,179,3,1015.86,0,At Risk
13459,4,18,14394.98,2,Champions
13460,29,24,5611.59,2,Champions
13461,101,4,1500.76,0,At Risk
13462,57,4,655.21,0,At Risk
13463,54,4,821.6,0,At Risk
13464,26,8,2086.99,1,Loyal Customers
13465,247,1,159.68,3,Hibernating
13466,222,1,40.05,3,Hibernating
13467,46,1,1647.7,0,At Risk
13468,182,1,336.66,3,Hibernating
13469,289,3,743.32,0,At Risk
13470,28,4,720.82,1,Loyal Customers
13471,12,28,19773.7,2,Champions
13472,41,3,1334.82,1,Loyal Customers
13473,36,19,13142.47,2,Champions
13474,147,1,165.55,3,Hibernating
13475,43,3,1830.38,1,Loyal Customers
13476,206,1,109.8,3,Hibernating
13477,130,2,573.7,0,At Risk
13478,26,3,1021.39,1,Loyal Customers
13479,99,1,261.3,3,Hibernating
13480,364,1,86.96,3,Hibernating
13481,137,9,1017.09,1,Loyal Customers
13482,102,1,195.23,3,Hibernating
13483,141,1,32.55,3,Hibernating
13484,117,1,115.97,3,Hibernating
13485,78,1,86.95,3,Hibernating
13486,47,23,10876.5,2,Champions
13487,42,1,285.71,0,At Risk
13488,181,1,414.58,3,Hibernating
13489,19,18,3170.65,2,Champions
13490,37,12,2933.11,1,Loyal Customers
13491,9,10,3902.7,2,Champions
13492,74,2,438.89,0,At Risk
13493,22,13,10665.46,2,Champions
13494,89,19,6319.68,1,Loyal Customers
13495,165,1,214.16,3,Hibernating
13496,349,1,216.36,3,Hibernating
13497,103,5,3216.57,1,Loyal Customers
13498,5,21,3139.49,2,Champions
13499,114,1,110.66,3,Hibernating
13500,30,7,4221.14,1,Loyal Customers
13501,23,14,2075.32,1,Loyal Customers
13502,98,2,499.06,0,At Risk
13503,138,1,125.56,3,Hibernating
13504,114,2,225.36,0,At Risk
13505,113,1,50.37,3,Hibernating
13506,309,2,154.65,3,Hibernating
13507,116,1,121.31,3,Hibernating
13508,68,5,725.65,0,At Risk
13509,18,16,13873.69,2,Champions
13510,48,3,701.07,0,At Risk
13511,285,2,650.54,3,Hibernating
13512,244,1,89.17,3,Hibernating
13513,17,4,1547.65,1,Loyal Customers
13514,23,2,958.9,0,At Risk
13515,11,3,803.22,1,Loyal Customers
13516,120,4,1100.8,0,At Risk
13517,59,1,172.98,0,At Risk
13518,68,2,57.28,3,Hibernating
13519,47,27,8994.2,2,Champions
13520,12,43,30762.48,2,Champions
13521,12,5,2231.3,1,Loyal Customers
13522,109,1,175.43,3,Hibernating
13523,60,4,1849.64,1,Loyal Customers
13524,28,1,156.46,0,At Risk
13525,120,1,410.82,0,At Risk
13526,165,1,72.54,3,Hibernating
13527,24,12,4948.08,2,Champions
13528,289,1,106.28,3,Hibernating
13529,59,4,1791.22,1,Loyal Customers
13530,31,1,399.3,0,At Risk
13531,23,11,1604.02,1,Loyal Customers
13532,306,5,441.79,0,At Risk
13533,95,1,48.01,3,Hibernating
13534,150,1,381.07,3,Hibernating
13535,171,1,311.79,3,Hibernating
13536,7,49,24765.28,2,Champions
13537,122,2,578.81,0,At Risk
13538,31,8,3901.79,1,Loyal Customers
13539,46,7,1318.3,1,Loyal Customers
13540,135,4,828.1,0,At Risk
13541,260,1,100.41,3,Hibernating
13542,176,1,63.91,3,Hibernating
13543,71,2,324.45,0,At Risk
13544,148,3,516.16,0,At Risk
13545,313,1,165.05,3,Hibernating
13546,184,2,248.9,3,Hibernating
13547,243,1,97.15,3,Hibernating
13548,40,6,739.35,1,Loyal Customers
13549,66,11,880.42,1,Loyal Customers
13550,312,1,59.15,3,Hibernating
13551,293,1,127.42,3,Hibernating
13552,4,15,5825.38,2,Champions
13553,40,1,168.44,0,At Risk
13554,36,3,513.55,0,At Risk
13555,36,7,1649.04,1,Loyal Customers
13556,253,1,187.63,3,Hibernating
13557,4,10,3608.52,2,Champions
13558,66,6,1779.83,1,Loyal Customers
13559,310,1,135.83,3,Hibernating
13560,33,4,646.77,1,Loyal Customers
13561,9,18,11556.81,2,Champions
13562,24,1,56.93,0,At Risk
13563,102,1,93.94,3,Hibernating
13564,18,1,136.77,0,At Risk
13565,344,3,1033.24,0,At Risk
13566,373,2,142.48,3,Hibernating
13567,91,4,1843.98,1,Loyal Customers
13568,175,1,97.59,3,Hibernating
13569,118,4,1166.2,0,At Risk
13570,138,1,96.19,3,Hibernating
13571,95,2,1196.99,0,At Risk
13572,31,3,488.92,0,At Risk
13573,7,27,11741.53,2,Champions
13574,291,1,183.93,3,Hibernating
13575,266,1,239.2,3,Hibernating
13576,14,6,496.21,1,Loyal Customers
13577,109,1,516.86,0,At Risk
13578,370,1,233.03,3,Hibernating
13579,151,3,632.6,0,At Risk
13580,17,3,611.47,1,Loyal Customers
13581,279,1,192.26,3,Hibernating
13582,50,2,763.7,0,At Risk
13583,281,2,521.18,3,Hibernating
13584,31,1,365.52,0,At Risk
13585,319,2,210.48,3,Hibernating
13586,13,25,11537.87,2,Champions
13587,132,3,137.93,3,Hibernating
13588,22,10,2509.25,1,Loyal Customers
13589,235,1,330.66,3,Hibernating
13590,82,1,146.5,3,Hibernating
13591,219,1,196.66,3,Hibernating
13592,113,3,441.17,0,At Risk
13593,22,16,5234.61,2,Champions
13594,57,3,569.7,0,At Risk
13595,177,2,690.65,0,At Risk
13596,13,19,8919.54,2,Champions
13597,16,17,5663.34,2,Champions
13598,127,1,77.74,3,Hibernating
13599,56,5,2336.82,1,Loyal Customers
13600,60,8,3045.8,1,Loyal Customers
13601,40,5,769.72,1,Loyal Customers
13602,143,1,356.91,3,Hibernating
13603,84,5,1831.52,1,Loyal Customers
13604,202,1,110.37,3,Hibernating
13605,149,1,185.97,3,Hibernating
13606,45,22,11746.73,2,Champions
13607,91,6,598.22,0,At Risk
13608,2,42,11365.67,2,Champions
13609,279,1,262.22,3,Hibernating
13610,10,19,4745.57,2,Champions
13611,36,10,2874.19,1,Loyal Customers
13612,25,4,1146.38,1,Loyal Customers
13613,25,5,2254.18,1,Loyal Customers
13614,80,1,246.63,0,At Risk
13615,178,1,85.89,3,Hibernating
13616,103,1,99.65,3,Hibernating
13617,7,28,14868.81,2,Champions
13618,34,1,118.66,0,At Risk
13619,221,1,138.63,3,Hibernating
13620,16,16,21945.03,2,Champions
13621,104,1,122.0,3,Hibernating
13622,202,2,669.19,0,At Risk
13623,232,1,89.4,3,Hibernating
13624,260,4,790.53,0,At Risk
13625,373,1,168.35,3,Hibernating
13626,69,7,2049.74,1,Loyal Customers
13627,211,1,359.2,3,Hibernating
13628,53,6,2257.93,1,Loyal Customers
13629,118,2,373.72,0,At Risk
13630,164,1,130.58,3,Hibernating
13631,188,1,187.29,3,Hibernating
13632,195,1,147.2,3,Hibernating
13633,13,40,27713.85,2,Champions
13634,253,1,205.55,3,Hibernating
13635,54,1,260.02,0,At Risk
13636,160,1,67.99,3,Hibernating
13637,259,1,106.67,3,Hibernating
13638,32,5,792.76,1,Loyal Customers
13639,127,1,178.96,3,Hibernating
13640,117,1,608.68,0,At Risk
13641,71,3,1067.51,0,At Risk
13642,212,2,197.59,3,Hibernating
13643,104,1,135.41,3,Hibernating
13644,38,1,91.19,0,At Risk
13645,42,12,6638.21,1,Loyal Customers
13646,68,6,2358.71,1,Loyal Customers
13647,19,20,7746.65,2,Champions
13648,20,4,1024.59,1,Loyal Customers
13649,60,6,1099.98,1,Loyal Customers
13650,113,8,1771.91,1,Loyal Customers
13651,131,4,1544.4,0,At Risk
13652,33,1,809.81,0,At Risk
13653,33,2,406.41,0,At Risk
13654,288,1,195.52,3,Hibernating
13655,59,8,887.86,1,Loyal Customers
13656,70,4,504.79,0,At Risk
13657,16,26,12683.4,2,Champions
13658,52,2,478.12,0,At Risk
13659,271,1,97.16,3,Hibernating
13660,13,11,7326.58,2,Champions
13661,27,10,2978.92,1,Loyal Customers
13662,227,1,156.38,3,Hibernating
13663,102,4,1942.5,1,Loyal Customers
13664,176,1,179.01,3,Hibernating
13665,140,5,955.91,0,At Risk
13666,29,4,492.4,1,Loyal Customers
13667,133,1,183.27,3,Hibernating
13668,264,3,429.08,3,Hibernating
13669,16,13,15895.74,2,Champions
13670,250,2,342.82,3,Hibernating
13671,103,1,145.5,3,Hibernating
13672,255,1,160.07,3,Hibernating
13673,40,4,1746.82,1,Loyal Customers
13674,16,37,24951.19,2,Champions
13675,214,1,189.72,3,Hibernating
13676,58,2,515.64,0,At Risk
13677,62,1,180.39,0,At Risk
13678,86,1,63.4,3,Hibernating
13679,112,1,99.14,3,Hibernating
13680,21,3,457.46,0,At Risk
13681,373,1,88.12,3,Hibernating
13682,192,1,151.84,3,Hibernating
13683,68,6,2826.1,1,Loyal Customers
13684,186,5,378.0,0,At Risk
13685,197,1,313.17,3,Hibernating
13686,190,1,148.15,3,Hibernating
13687,215,1,220.98,3,Hibernating
13688,43,1,194.14,0,At Risk
13689,77,2,638.94,0,At Risk
13690,246,1,132.57,3,Hibernating
13691,197,3,314.35,3,Hibernating
13692,41,10,2718.64,1,Loyal Customers
13693,29,1,331.73,0,At Risk
13694,34,10,4234.93,1,Loyal Customers
13695,190,1,350.46,3,Hibernating
13696,172,1,120.45,3,Hibernating
13697,73,3,313.0,0,At Risk
13698,27,5,1684.62,1,Loyal Customers
13699,139,3,274.17,0,At Risk
13700,28,27,27320.19,2,Champions
13701,81,5,819.74,0,At Risk
13702,27,7,1720.42,1,Loyal Customers
13703,61,2,197.38,0,At Risk
13704,68,1,136.51,3,Hibernating
13705,15,11,2725.07,1,Loyal Customers
13706,10,2,296.24,0,At Risk
13707,373,1,100.74,3,Hibernating
13708,28,11,9767.05,2,Champions
13709,106,1,417.67,0,At Risk
13710,48,7,935.72,1,Loyal Customers
13711,47,3,538.66,0,At Risk
13712,60,5,2972.46,1,Loyal Customers
13713,130,1,147.41,3,Hibernating
13714,82,2,553.43,0,At Risk
13715,44,12,1662.17,1,Loyal Customers
13716,155,1,123.65,3,Hibernating
13717,15,26,6314.12,2,Champions
13718,138,1,78.47,3,Hibernating
13719,44,3,427.1,0,At Risk
13720,335,2,330.6,3,Hibernating
13721,18,23,5653.81,2,Champions
13722,24,1,278.65,0,At Risk
13723,52,2,242.8,0,At Risk
13724,102,4,843.91,0,At Risk
13725,247,3,492.63,3,Hibernating
13726,1,20,13991.23,2,Champions
13727,80,5,853.85,0,At Risk
13728,314,2,139.02,3,Hibernating
13729,363,1,79.87,3,Hibernating
13730,132,1,160.66,3,Hibernating
13731,46,2,764.47,0,At Risk
13732,154,1,93.71,3,Hibernating
13733,148,1,487.86,3,Hibernating
13734,157,4,439.47,0,At Risk
13735,269,1,121.63,3,Hibernating
13736,74,7,2196.2,1,Loyal Customers
13737,78,2,532.69,0,At Risk
13738,154,3,441.08,0,At Risk
13739,19,24,29979.3,2,Champions
13740,152,1,290.28,3,Hibernating
13741,146,1,240.47,3,Hibernating
13742,41,12,5457.07,1,Loyal Customers
13743,106,2,454.76,0,At Risk
13744,41,5,1856.58,1,Loyal Customers
13745,3,19,7521.28,2,Champions
13746,134,2,368.53,0,At Risk
13747,84,1,113.34,3,Hibernating
13748,106,3,879.95,0,At Risk
13749,13,23,15322.74,2,Champions
13750,106,2,227.12,0,At Risk
13751,4,51,29189.99,2,Champions
13752,205,2,309.91,3,Hibernating
13753,18,5,947.26,1,Loyal Customers
13754,180,1,256.93,3,Hibernating
13755,25,53,25966.52,2,Champions
13756,19,50,21126.39,2,Champions
13757,7,3,798.13,1,Loyal Customers
13758,158,1,154.1,3,Hibernating
13759,139,1,324.38,3,Hibernating
13760,50,1,492.86,0,At Risk
13761,39,7,1826.68,1,Loyal Customers
13762,32,23,4547.53,2,Champions
13763,95,1,150.39,3,Hibernating
13764,31,6,1271.17,1,Loyal Customers
13765,373,1,147.61,3,Hibernating
13766,110,5,1907.3,1,Loyal Customers
13767,314,1,563.86,3,Hibernating
13768,311,1,167.12,3,Hibernating
13769,7,37,28369.56,2,Champions
13770,68,6,1833.72,1,Loyal Customers
13771,233,1,284.6,3,Hibernating
13772,20,4,1188.52,1,Loyal Customers
13773,189,5,1745.44,0,At Risk
13774,129,1,192.01,3,Hibernating
13775,25,8,3681.63,1,Loyal Customers
13776,351,1,55.33,3,Hibernating
13777,18,7,2341.6,1,Loyal Customers
13778,183,2,1116.61,0,At Risk
13779,16,4,960.84,1,Loyal Customers
13780,62,1,155.75,0,At Risk
13781,26,35,37127.9,2,Champions
13782,4,26,39927.09,2,Champions
13783,68,2,418.47,0,At Risk
13784,35,8,1206.57,1,Loyal Customers
13785,82,4,735.15,0,At Risk
13786,16,15,7081.7,2,Champions
13787,12,6,3433.32,1,Loyal Customers
13788,26,8,1351.95,1,Loyal Customers
13789,34,4,769.23,1,Loyal Customers
13790,39,2,163.0,0,At Risk
